PORTAL INFOCURSOS;;;;;;;;;;;;
;;;;;;;;;;;;
5) Distribuição dos alunos inscritos por sexo;;;;;;;;;;;;
;;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroInscritos;NumeroHomens;NumeroMulheres;AnoLetivo
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politecnico;Cardiopneumologia;8137;Licenciatura 1.º ciclo;44;8;36;2018/19
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politecnico;Podologia;8249;Licenciatura 1.º ciclo;;;;2018/19
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;168;19;149;2018/19
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politecnico;Fisioterapia;9504;Licenciatura 1.º ciclo;212;57;155;2018/19
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politecnico;Imagem Médica e Radioterapia;L066;Licenciatura 1.º ciclo;17;2;15;2018/19
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politecnico;Osteopatia;L136;Licenciatura 1.º ciclo;79;44;35;2018/19
Escola Superior de Enfermagem S. Francisco das Misericórdias;4096;Escola Superior de Enfermagem S. Francisco das Misericórdias;4096;Privado;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;138;18;120;2018/19
Escola Superior de Saúde de Santa Maria;4097;Escola Superior de Saúde de Santa Maria;4097;Privado;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;319;42;277;2018/19
Escola Superior de Saúde de Santa Maria;4097;Escola Superior de Saúde de Santa Maria;4097;Privado;Politecnico;Fisioterapia;9504;Licenciatura 1.º ciclo;74;27;47;2018/19
Escola Superior de Saúde de Santa Maria;4097;Escola Superior de Saúde de Santa Maria;4097;Privado;Politecnico;Enfermagem de Reabilitação;M208;Mestrado 2.º ciclo;12;5;7;2018/19
Escola Superior de Saúde de Santa Maria;4097;Escola Superior de Saúde de Santa Maria;4097;Privado;Politecnico;Gerontologia e Cuidados de Longa Duração;T358;CTeSP;34;4;30;2018/19
Escola Superior de Enfermagem de S. José de Cluny;4098;Escola Superior de Enfermagem de S. José de Cluny;4098;Privado;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;150;34;116;2018/19
Escola Superior de Enfermagem de S. José de Cluny;4098;Escola Superior de Enfermagem de S. José de Cluny;4098;Privado;Politecnico;Enfermagem de Reabilitação;M208;Mestrado 2.º ciclo;22;8;14;2018/19
Escola Superior de Enfermagem de S. José de Cluny;4098;Escola Superior de Enfermagem de S. José de Cluny;4098;Privado;Politecnico;Enfermagem Médico-Cirúrgica;M209;Mestrado 2.º ciclo;25;4;21;2018/19
Escola Superior de Enfermagem de S. José de Cluny;4098;Escola Superior de Enfermagem de S. José de Cluny;4098;Privado;Politecnico;Gerontologia e Cuidados de Longa Duração;T358;CTeSP;15;1;14;2018/19
Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Privado;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;53;7;46;2018/19
Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Privado;Politecnico;Fisioterapia;9504;Licenciatura 1.º ciclo;89;41;48;2018/19
Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Privado;Politecnico;Osteopatia;L136;Licenciatura 1.º ciclo;49;28;21;2018/19
Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Privado;Politecnico;Acupuntura;L160;Licenciatura 1.º ciclo;7;2;5;2018/19
Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Privado;Politecnico;Serviço Familiar e Comunitário;T073;CTeSP;1;0;1;2018/19
Escola Superior de Saúde Jean Piaget de Viseu;4103;Escola Superior de Saúde Jean Piaget de Viseu;4103;Privado;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;60;18;42;2018/19
Escola Superior de Saúde Jean Piaget de Viseu;4103;Escola Superior de Saúde Jean Piaget de Viseu;4103;Privado;Politecnico;Fisioterapia;9504;Licenciatura 1.º ciclo;66;35;31;2018/19
Escola Superior de Saúde Ribeiro Sanches;4104;Escola Superior de Saúde Ribeiro Sanches;4104;Privado;Politecnico;Laboratório Forense e Criminal;T352;CTeSP;41;7;34;2018/19
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politecnico;Fisioterapia;6932;Mestrado 2.º ciclo;28;2;26;2018/19
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politecnico;Terapia Ocupacional;8138;Licenciatura 1.º ciclo;100;8;92;2018/19
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politecnico;Fisioterapia;9504;Licenciatura 1.º ciclo;232;73;159;2018/19
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politecnico;Terapia da Fala;9890;Licenciatura 1.º ciclo;44;3;41;2018/19
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politecnico;Terapia Ocupacional;M082;Mestrado 2.º ciclo;12;0;12;2018/19
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politecnico;Terapia da Fala;M338;Mestrado 2.º ciclo;22;2;20;2018/19
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;160;26;134;2018/19
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politecnico;Fisioterapia;9504;Licenciatura 1.º ciclo;192;84;108;2018/19
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politecnico;Prótese Dentária;9791;Licenciatura 1.º ciclo;68;23;45;2018/19
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politecnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura 1.º ciclo;23;4;19;2018/19
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politecnico;Microbiologia e Biologia Molecular;T201;CTeSP;20;3;17;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Podologia;8249;Licenciatura 1.º ciclo;4;1;3;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;180;23;157;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Fisioterapia;9504;Licenciatura 1.º ciclo;279;110;169;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Imagem Médica e Radioterapia;L066;Licenciatura 1.º ciclo;;;;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Fisiologia Clínica;L067;Licenciatura 1.º ciclo;;;;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura 1.º ciclo;1;0;1;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Osteopatia;L136;Licenciatura 1.º ciclo;39;13;26;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Podiatria do Exercício Físico e do Desporto;M165;Mestrado 2.º ciclo;;;;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Podiatria Clínica;M166;Mestrado 2.º ciclo;;;;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Podiatria Infantil;M167;Mestrado 2.º ciclo;15;3;12;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Gerontologia;T096;CTeSP;14;1;13;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Termalismo e Bem-Estar;T306;CTeSP;31;3;28;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Sousa;4109;Privado;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;137;25;112;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Sousa;4109;Privado;Politecnico;Fisioterapia;9504;Licenciatura 1.º ciclo;326;151;175;2018/19
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Sousa;4109;Privado;Politecnico;Prótese Dentária;9791;Licenciatura 1.º ciclo;82;25;57;2018/19
Escola Superior de Enfermagem Cruz Vermelha Portuguesa - Alto Tâmega;4110;Escola Superior de Enfermagem Cruz Vermelha Portuguesa - Alto Tâmega;4110;Privado;Politecnico;Enfermagem;9500;Licenciatura 1.º ciclo;;;;2018/19
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politecnico;Gestão;9147;Licenciatura 1.º ciclo;59;33;26;2018/19
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politecnico;Informática de Gestão;9186;Licenciatura 1.º ciclo;31;28;3;2018/19
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politecnico;Turismo;9254;Licenciatura 1.º ciclo;68;28;40;2018/19
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politecnico;Gestão;9295;Mestrado 2.º ciclo;12;6;6;2018/19
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politecnico;Gestão Hoteleira e Alojamento;T012;CTeSP;11;7;4;2018/19
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politecnico;Tecnologias e Programação de Sistemas de Informação;T024;CTeSP;12;10;2;2018/19
Escola Universitária Vasco da Gama;4126;Escola Universitária Vasco da Gama;4126;Privado;Universitario;Medicina Veterinária;9847;Mestrado Integrado;291;75;216;2018/19
Escola Universitária Vasco da Gama;4126;Escola Universitária Vasco da Gama;4126;Privado;Universitario;Ciências Bioveterinárias;L111;Licenciatura 1.º ciclo;5;3;2;2018/19
Escola Superior de Negócios Atlântico;4141;Escola Superior de Negócios Atlântico;4141;Privado;Politecnico;Gestão Financeira e Fiscal;9172;Licenciatura 1.º ciclo;54;34;20;2018/19
Escola Superior de Negócios Atlântico;4141;Escola Superior de Negócios Atlântico;4141;Privado;Politecnico;Gestão e Negócios;M433;Mestrado 2.º ciclo;59;26;33;2018/19
Escola Superior de Negócios Atlântico;4141;Escola Superior de Negócios Atlântico;4141;Privado;Politecnico;Gestão e Negócios para PME;T003;CTeSP;65;38;27;2018/19
Escola Superior de Negócios Atlântico;4141;Escola Superior de Negócios Atlântico;4141;Privado;Politecnico;Economia Digital e Negócios na Internet para PME;T004;CTeSP;15;9;6;2018/19
Escola Superior de Negócios Atlântico;4141;Escola Superior de Negócios Atlântico;4141;Privado;Politecnico;Estratégias e Práticas de Internacionalização para PME;T005;CTeSP;69;36;33;2018/19
Escola Superior de Negócios Atlântico;4141;Escola Superior de Negócios Atlântico;4141;Privado;Politecnico;Contabilidade e Fiscalidade para PME;T006;CTeSP;50;32;18;2018/19
Escola Superior de Negócios Atlântico;4141;Escola Superior de Negócios Atlântico;4141;Privado;Politecnico;Gestão de Vendas e Marketing para PME;T007;CTeSP;86;36;50;2018/19
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Comunicação Integrada;6280;Mestrado 2.º ciclo;4;2;2;2018/19
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Gestão Comercial e Vendas;T002;CTeSP;33;15;18;2018/19
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Comunicação Digital;T023;CTeSP;;;;2018/19
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Turismo e Hotelaria;T038;CTeSP;22;5;17;2018/19
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Gestão de Turismo, Hotelaria e Restauração;T052;CTeSP;29;13;16;2018/19
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Turismo e Informação Turística;T057;CTeSP;18;6;12;2018/19
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Relações Públicas e Organização de Eventos;T364;CTeSP;36;5;31;2018/19
Instituto Português de Administração de Marketing do Porto;4155;Instituto Português de Administração de Marketing do Porto;4155;Privado;Politecnico;Gestão de Marketing;6309;Mestrado 2.º ciclo;126;42;84;2018/19
Instituto Português de Administração de Marketing do Porto;4155;Instituto Português de Administração de Marketing do Porto;4155;Privado;Politecnico;Gestão de Marketing;9156;Licenciatura 1.º ciclo;767;397;370;2018/19
Instituto Português de Administração de Marketing do Porto;4155;Instituto Português de Administração de Marketing do Porto;4155;Privado;Politecnico;Marketing;9205;Licenciatura 1.º ciclo;45;19;26;2018/19
Instituto Português de Administração de Marketing do Porto;4155;Instituto Português de Administração de Marketing do Porto;4155;Privado;Politecnico;Gestão do Design;M600;Mestrado 2.º ciclo;6;2;4;2018/19
Instituto Português de Administração de Marketing de Lisboa;4156;Instituto Português de Administração de Marketing de Lisboa;4156;Privado;Politecnico;Gestão de Marketing;6309;Mestrado 2.º ciclo;76;34;42;2018/19
Instituto Português de Administração de Marketing de Lisboa;4156;Instituto Português de Administração de Marketing de Lisboa;4156;Privado;Politecnico;Gestão de Marketing;9156;Licenciatura 1.º ciclo;393;232;161;2018/19
Instituto Português de Administração de Marketing de Lisboa;4156;Instituto Português de Administração de Marketing de Lisboa;4156;Privado;Politecnico;Marketing;9205;Licenciatura 1.º ciclo;3;2;1;2018/19
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Relações Empresariais;8387;Licenciatura 1.º ciclo;59;29;30;2018/19
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Gestão de Empresas;9152;Licenciatura 1.º ciclo;267;172;95;2018/19
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Gestão Hoteleira;9173;Licenciatura 1.º ciclo;215;115;100;2018/19
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Turismo;9254;Licenciatura 1.º ciclo;98;41;57;2018/19
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Gestão de Empresas;9298;Mestrado 2.º ciclo;18;10;8;2018/19
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Direcção Comercial e Marketing;M287;Mestrado 2.º ciclo;25;12;13;2018/19
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Gestão e Comércio Internacional;T010;CTeSP;23;12;11;2018/19
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Contabilidade e Fiscalidade;T042;CTeSP;27;15;12;2018/19
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Restauração e Bebidas;T124;CTeSP;22;9;13;2018/19
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Desenvolvimento de Produtos Turísticos;T255;CTeSP;14;4;10;2018/19
Instituto Superior de Administração e Línguas;4220;Instituto Superior de Administração e Línguas;4220;Privado;Politecnico;Turismo;9254;Licenciatura 1.º ciclo;114;47;67;2018/19
Instituto Superior de Administração e Línguas;4220;Instituto Superior de Administração e Línguas;4220;Privado;Politecnico;Organização e Gestão Hoteleira;9649;Licenciatura 1.º ciclo;85;31;54;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Nutrição Clínica;6199;Mestrado 2.º ciclo;4;1;3;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Análises Clínicas;6267;Mestrado 2.º ciclo;2;0;2;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Ciências Forenses e Criminais;8059;Licenciatura 1.º ciclo;168;37;131;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Psicologia;9219;Licenciatura 1.º ciclo;95;17;78;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Engenharia Biomédica;9359;Mestrado Integrado;;;;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Ciências Farmacêuticas;9494;Mestrado Integrado;134;43;91;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Medicina Dentária;9548;Mestrado Integrado;820;239;581;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Ciências da Nutrição;9554;Licenciatura 1.º ciclo;118;20;98;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Ciências da Saúde;9822;Licenciatura 1.º ciclo;62;14;48;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Saúde e Estatística;L156;Licenciatura 1.º ciclo;;;;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Psicologia Forense e Criminal;M067;Mestrado 2.º ciclo;17;2;15;2018/19
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitario;Tecnologias Laboratoriais em Ciências Forenses (Erasmus Mundus);M585;Mestrado 2.º ciclo;20;2;18;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Ortodontia;6202;Mestrado 2.º ciclo;7;0;7;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Reabilitação Oral;6231;Mestrado 2.º ciclo;6;2;4;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Análises Clínicas;6267;Mestrado 2.º ciclo;8;5;3;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Psicologia;9219;Licenciatura 1.º ciclo;34;4;30;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Ciências Biomédicas;9351;Licenciatura 1.º ciclo;148;42;106;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Ciências Farmacêuticas;9494;Mestrado Integrado;121;29;92;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Medicina Dentária;9548;Mestrado Integrado;942;374;568;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Ciências da Nutrição;9554;Licenciatura 1.º ciclo;22;4;18;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Ciências Laboratoriais Forenses;L063;Licenciatura 1.º ciclo;48;10;38;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Psicologia da Saúde e Neuropsicologia;M759;Mestrado 2.º ciclo;46;7;39;2018/19
Instituto Universitário de Ciências da Saúde;4261;Instituto Universitário de Ciências da Saúde;4261;Privado;Universitario;Ciências e Técnicas Laboratoriais Forenses;M914;Mestrado 2.º ciclo;9;1;8;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Educação Especial - Domínios Cognitivo e Motor;6293;Mestrado 2.º ciclo;26;5;21;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Supervisão Pedagógica e Formação de Formadores;6658;Mestrado 2.º ciclo;;;;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Educação Pré-Escolar;6914;Mestrado 2.º ciclo;26;0;26;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;Mestrado 2.º ciclo;20;2;18;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Animação Sociocultural;9005;Licenciatura 1.º ciclo;30;5;25;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Educação Social;9084;Licenciatura 1.º ciclo;51;6;45;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Gestão Turística;9177;Licenciatura 1.º ciclo;;;;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Educação Social;9284;Mestrado 2.º ciclo;8;1;7;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Desporto;9563;Licenciatura 1.º ciclo;;;;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Educação Básica;9853;Licenciatura 1.º ciclo;54;2;52;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Educação Digital e Multimédia;L082;Licenciatura 1.º ciclo;;;;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Gestão e Administração Escolar;M045;Mestrado 2.º ciclo;5;3;2;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Treino Desportivo: especialização em Futebol ou Futsal;M768;Mestrado 2.º ciclo;26;26;0;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Gestão Hoteleira e Alojamento;T012;CTeSP;11;6;5;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Turismo Desportivo e de Aventura;T036;CTeSP;2;1;1;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Serviço Familiar e Comunitário;T073;CTeSP;9;2;7;2018/19
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Apoio a Crianças e Jovens;T418;CTeSP;9;0;9;2018/19
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politecnico;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;Mestrado 2.º ciclo;7;1;6;2018/19
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politecnico;Educação Física e Desporto;9736;Licenciatura 1.º ciclo;78;64;14;2018/19
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politecnico;Educação Básica;9853;Licenciatura 1.º ciclo;21;0;21;2018/19
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politecnico;Produção de Conteúdos Interativos e Multimédia;L120;Licenciatura 1.º ciclo;32;15;17;2018/19
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politecnico;Turismo Desportivo e de Aventura;T036;CTeSP;6;2;4;2018/19
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politecnico;Serviço Familiar e Comunitário;T073;CTeSP;15;1;14;2018/19
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politecnico;Desenvolvimento de Conteúdos Multimédia;T113;CTeSP;19;15;4;2018/19
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politecnico;Enografia e Enoturismo;T347;CTeSP;1;0;1;2018/19
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politecnico;Exercício Físico;T399;CTeSP;26;20;6;2018/19
Instituto Superior de Ciências da Administração;4275;Instituto Superior de Ciências da Administração;4275;Privado;Politecnico;Gestão Administrativa de Recursos Humanos;T016;CTeSP;37;11;26;2018/19
Instituto Superior de Ciências da Administração;4275;Instituto Superior de Ciências da Administração;4275;Privado;Politecnico;Contabilidade e Gestão;T029;CTeSP;42;17;25;2018/19
Instituto Superior de Ciências da Administração;4275;Instituto Superior de Ciências da Administração;4275;Privado;Politecnico;Assessoria em Administração e Gestão Pública;T412;CTeSP;10;1;9;2018/19
Instituto Superior de Ciências da Administração;4275;Instituto Superior de Ciências da Administração;4275;Privado;Politecnico;Gestão de Hotelaria e Restauração;T421;CTeSP;17;6;11;2018/19
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Proteção Civil;9218;Licenciatura 1.º ciclo;90;71;19;2018/19
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Psicopedagogia;9221;Licenciatura 1.º ciclo;24;2;22;2018/19
