PORTAL INFOCURSOS;;;;;;;;;;;;
;;;;;;;;;;;;
5) Distribuição dos alunos inscritos por sexo;;;;;;;;;;;;
;;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroInscritos;NumeroHomens;NumeroMulheres;AnoLetivo
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Artes e Dinamização Cultural;T202;CTeSP;1;0;1;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Contabilidade e Finanças;6395;Mestrado 2.º ciclo;11;5;6;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Design de Comunicação;9070;Licenciatura 1.º ciclo;58;20;38;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Engenharia Informática;9119;Licenciatura 1.º ciclo;87;81;6;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Gestão;9147;Licenciatura 1.º ciclo;141;61;80;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Administração de Publicidade e Marketing;9670;Licenciatura 1.º ciclo;115;48;67;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Gestão (regime pós-laboral);9991;Licenciatura 1.º ciclo;54;28;26;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Tecnologias de Produção de Biocombustíveis;L033;Licenciatura 1.º ciclo;12;6;6;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Design de Animação e Multimédia;L171;Licenciatura 1.º ciclo;58;33;25;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Tecnologias de Valorização Ambiental e Produção de Energia;M263;Mestrado 2.º ciclo;4;2;2;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Gestão de PME;M718;Mestrado 2.º ciclo;26;16;10;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Design de Identidade Digital;MA08;Mestrado 2.º ciclo;23;11;12;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Desenvolvimento para a Web e Dispositivos Móveis;T044;CTeSP;17;17;0;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Desenvolvimento de Produtos Multimédia;T051;CTeSP;29;19;10;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Reabilitação Energética e Conservação de Edifícios;T065;CTeSP;;;;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Gestão de Vendas e Marketing;T068;CTeSP;29;8;21;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Contabilidade;T120;CTeSP;3;2;1;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Tecnologia e Gestão;3122;Publico;Politecnico;Manutenção Eletromecânica;T286;CTeSP;13;12;1;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Agricultura Sustentável;6347;Mestrado 2.º ciclo;21;13;8;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Agronomia;9003;Licenciatura 1.º ciclo;86;53;33;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Enfermagem Veterinária;9085;Licenciatura 1.º ciclo;121;16;105;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Equinicultura;9130;Licenciatura 1.º ciclo;28;10;18;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Viticultura e Enologia;T034;CTeSP;24;14;10;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Cuidados Veterinários;T108;CTeSP;39;3;36;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Produção Agropecuária;T195;CTeSP;51;39;12;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior Agrária de Elvas;3123;Publico;Politecnico;Desporto e Formação Equestre;T333;CTeSP;23;10;13;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Ensino de Educação Musical no Ensino Básico;6406;Mestrado 2.º ciclo;8;4;4;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Pré-Escolar;6914;Mestrado 2.º ciclo;30;0;30;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;Mestrado 2.º ciclo;72;0;72;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Línguas e Culturas Estrangeiras;8002;Licenciatura 1.º ciclo;194;53;141;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Tradução e Interpretação de Língua Gestual Portuguesa (regime pós-laboral);8018;Licenciatura 1.º ciclo;1;0;1;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Gestão do Património (regime pós-laboral);8096;Licenciatura 1.º ciclo;64;25;39;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Artes Visuais e Tecnologias Artísticas;8264;Licenciatura 1.º ciclo;84;18;66;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Social;9084;Licenciatura 1.º ciclo;184;16;168;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação;9281;Mestrado 2.º ciclo;49;12;37;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Desporto;9563;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Gestão do Património;9767;Licenciatura 1.º ciclo;97;38;59;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Tradução e Interpretação em Língua Gestual Portuguesa;9807;Licenciatura 1.º ciclo;56;5;51;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Básica;9853;Licenciatura 1.º ciclo;186;14;172;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Musical;9878;Licenciatura 1.º ciclo;74;41;33;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Social (regime pós-laboral);9879;Licenciatura 1.º ciclo;159;13;146;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação Especial: Multideficiência e Problemas de Cognição;M028;Mestrado 2.º ciclo;36;2;34;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Educação e Intervenção Social;M325;Mestrado 2.º ciclo;50;6;44;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Ensino de Música;M527;Mestrado 2.º ciclo;32;14;18;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Estudos Profissionais Especializados em Educação;M726;Mestrado 2.º ciclo;;;;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Didática das Ciências da Natureza e da Matemática;M737;Mestrado 2.º ciclo;1;0;1;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Ensino do 1.º Ciclo do Ensino Básico e de Português e História e Geografia de Portugal no 2.º Ciclo do Ensino Básico;M793;Mestrado 2.º ciclo;21;2;19;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Ensino do 1.º Ciclo do Ensino Básico e de Matemática e Ciências Naturais no 2.º Ciclo do Ensino Básico;M814;Mestrado 2.º ciclo;37;1;36;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Ensino de Inglês no 1.º Ciclo do Ensino Básico;M852;Mestrado 2.º ciclo;22;9;13;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Património, Artes e Turismo Cultural;M861;Mestrado 2.º ciclo;51;12;39;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Acompanhamento de Crianças e Jovens;T079;CTeSP;40;3;37;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Gerontologia;T096;CTeSP;;;;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Desporto e Turismo de Natureza;T103;CTeSP;50;31;19;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Ilustração e Produção Gráfica;T110;CTeSP;35;14;21;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Educação;3131;Publico;Politecnico;Serviços e Tecnologias de Apoio Gerontológico;T354;CTeSP;39;4;35;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Música e Artes do Espetáculo;3132;Publico;Politecnico;Composição e Teoria Musical;6842;Mestrado 2.º ciclo;;;;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Música e Artes do Espetáculo;3132;Publico;Politecnico;Música - Interpretação Artística;6849;Mestrado 2.º ciclo;53;31;22;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Música e Artes do Espetáculo;3132;Publico;Politecnico;Música;9214;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Música e Artes do Espetáculo;3132;Publico;Politecnico;Teatro;9243;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Música e Artes do Espetáculo;3132;Publico;Politecnico;Artes Cénicas;M481;Mestrado 2.º ciclo;33;11;22;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Música e Artes do Espetáculo;3132;Publico;Politecnico;Ensino de Música;M527;Mestrado 2.º ciclo;70;41;29;2018/19
Instituto Politécnico do Porto;3130;Escola Superior de Música e Artes do Espetáculo;3132;Publico;Politecnico;Composição;MA04;Mestrado 2.º ciclo;10;9;1;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Auditoria;6351;Mestrado 2.º ciclo;129;44;85;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Tradução e Interpretação Especializadas;6373;Mestrado 2.º ciclo;36;13;23;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Contabilidade e Finanças;6395;Mestrado 2.º ciclo;116;38;78;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Finanças Empresariais;6920;Mestrado 2.º ciclo;42;25;17;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Marketing (regime pós-laboral);8005;Licenciatura 1.º ciclo;141;80;61;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Assessoria e Tradução;9009;Licenciatura 1.º ciclo;194;65;129;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Ciências e Tecnologias da Documentação e Informação;9043;Licenciatura 1.º ciclo;83;31;52;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comunicação Empresarial;9053;Licenciatura 1.º ciclo;182;44;138;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Contabilidade e Administração;9058;Licenciatura 1.º ciclo;933;370;563;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Marketing;9205;Licenciatura 1.º ciclo;397;181;216;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Recursos Humanos;9227;Licenciatura 1.º ciclo;158;28;130;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comércio Internacional;9716;Licenciatura 1.º ciclo;185;99;86;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Assessoria e Tradução (regime pós-laboral);9829;Licenciatura 1.º ciclo;114;60;54;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comércio Internacional (regime pós-laboral);9866;Licenciatura 1.º ciclo;109;62;47;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comunicação Empresarial (regime pós-laboral);9867;Licenciatura 1.º ciclo;89;34;55;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Contabilidade e Administração (regime pós-laboral);9870;Licenciatura 1.º ciclo;450;175;275;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Criatividade e Inovação Empresarial;L070;Licenciatura 1.º ciclo;100;56;44;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Gestão Linguística para Negócios Internacionais;L129;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Gestão das Organizações;M042;Mestrado 2.º ciclo;83;25;58;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Logística;M056;Mestrado 2.º ciclo;52;25;27;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Assessoria de Administração;M329;Mestrado 2.º ciclo;54;24;30;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Empreendedorismo e Internacionalização;M330;Mestrado 2.º ciclo;57;23;34;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Marketing Digital;M384;Mestrado 2.º ciclo;62;19;43;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Gestão e Desenvolvimento de Recursos Humanos;M486;Mestrado 2.º ciclo;31;6;25;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Informação Empresarial;M627;Mestrado 2.º ciclo;23;5;18;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Estudos Interculturais para Negócios;M880;Mestrado 2.º ciclo;45;10;35;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Negócio Eletrónico;MA12;Mestrado 2.º ciclo;24;14;10;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Gestão de Tecnologias para a Inovação;T239;CTeSP;34;25;9;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Vendas para Mercados Internacionais;T251;CTeSP;29;21;8;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Contabilidade e Administração do Porto;3134;Publico;Politecnico;Comércio e Gestão de Negócios de Moda;T379;CTeSP;17;4;13;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Electrotécnica e de Computadores;6091;Mestrado 2.º ciclo;299;260;39;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Electrotécnica: Sistemas Eléctricos e Energia;6359;Mestrado 2.º ciclo;139;122;17;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Geotécnica e Geoambiente;6360;Mestrado 2.º ciclo;33;24;9;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Mecânica;6361;Mestrado 2.º ciclo;450;397;53;2018/19
Instituto Politécnico do Porto;3130;Instituto Superior de Engenharia do Porto;3135;Publico;Politecnico;Engenharia Química;6362;Mestrado 2.º ciclo;112;50;62;2018/19
